Chánh Tâm, Chánh Niệm - Mọi Việc Xảy Ra Đều Tốt Với Tôi$129,000$Kỹ Năng/Sống Đẹp$Kỹ Năng Sống$14.5 x 20 x 1.2$216$Bloombooks$893532502311$Phương Nam Online$1$Muốn hết khổ thì trước hết phải chánh niệm; muốn thành tựu thì trước hết phải sửa lại tâm mình. Như người ta vẫn nói, hoàn cảnh thay đổi tùy theo tấm lòng của mỗi người. Khi bạn vô cùng bối rối, bạn sẽ không còn phản ứng với những ý định xấu xa nữa, không còn giải thích quá nhiều về bản thân, không còn đấu tranh với những lựa chọn, nghi ngờ quyết định và phủ nhận quá khứ. Đó là việc tin rằng mọi thứ xảy ra đều tốt cho mình.
Chàng Sói Hay Ngượng$96,000$Tuổi Mới Lớn$Truyện Tranh$18 x 13 x 1$184$AMAK$978604401412$Phương Nam Online$1$“Giờ thì tôi đã hiểu những điểm siêu cấp đáng yêu của em ấy.”
Bảo Mẫu Bí Mật Của Tiểu Thư - Tập 2$135,000$Văn Học$Văn Học Đương Đại$18 x 13 x 1.2$248$AMAK$978604442299$Phương Nam Online$1$Hinako - một tiểu thư lười nhác luôn phải vào vai đóa hoa “hoàn hảo”, và Itsuki - một cựu thường dân hiện đang là người hầu cận tận tâm của cô ấy. Itsuki lầm tưởng rằng việc Hinako né tránh, không thành thực với cậu là vì sự non kém của bản thân với tư cách một hầu cận, nên Itsuki quyết định học tác phong quy cách cho đường hoàng. Nhưng người chỉ dạy cho cậu lại là cô tiểu thư coi Hinako là đối thủ - Tennoji Mirei…
Hành Trình Của Elaina - Tập 15$125,000$Văn Học$Văn Học Đương Đại$18 x 13 x 1.8$332$AMAK$978604442298$Phương Nam Online$1$Ngày xửa ngày xưa, có một cô phù thủy tên Elaina.
Ông Bà Hồi Xuân - Tập 2$85,000$Tuổi Mới Lớn$Truyện Tranh$18 x 13 x 1$152$AMAK$978604402586$Phương Nam Online$1$Bằng sức mạnh kì lạ của quả táo vàng, vợ chồng ông bà Shozo - Ine đã hồi xuân.
Helck - Tập 1 (Bản đặc biệt)$79,000$Tuổi Mới Lớn$Truyện Tranh$12.7 x 18 x 1$204$Hikari LightNovel$893528091714$Phương Nam Online$1$Helck là một bộ truyện tranh Nhật Bản được viết và minh họa bởi Nanaki Nanao, được đăng dài kỳ trên trang web Ura Sunday của Shogakukan và dịch vụ MangaONE từ tháng 5 năm 2014 đến tháng 12 năm 2017, với các chương được tập hợp thành 12 tập tankōbon. Ấn bản shinsoban đã xuất bản với các trang màu của bộ truyện gốc và bìa mới từ tháng 4 năm 2022 đến tháng 7 năm 2023. Phiên bản manga Helck do Thái Hà Books phát hành là bản shinsoban với minh hoạ màu và bìa mới này. Một bản chuyển thể anime do Satelight sản xuất được phát sóng từ tháng 7 đến tháng 12 năm 2023 .
Tiếng Việt Ân Tình - Tập 2$179,000$Thể Loại Khác$Sách Học Ngoại Ngữ/Từ Điển$20.5 x 14.5 x 2$368$Thái Hà Books$893528091724$Phương Nam Online$1$Nối tiếp thành công của tập 1, 
Happy Organizations: Hiểu Và Ứng Dụng Tổng Hạnh Phúc Quốc Gia (GNH), Hướng Tới Lãnh Đạo Dựa Trên Sự Chuyển Hóa$159,000$Kinh Tế/Kinh Doanh$Quản Trị Kinh Doanh$23 x 15 x 1.8$340$Thái Hà Books$893528091719$Phương Nam Online$1$Bạn đã chán ngấy với việc chỉ biết hối hả kiếm tiền?
Happy Families - Gia Đình Hạnh Phúc$129,000$Thể Loại Khác$Thường Thức/Đời Sống$23 x 15 x 1.4$260$Thái Hà Books$893528091729$Phương Nam Online$1$Trên tấm thảm dệt nên cuộc sống, có hai mảng màu chính tạo nên hạnh phúc và định hình sự an lạc của gia đình - xã hội: mối quan hệ đôi lứa và hành trình nuôi dạy con. Chúng ta hết mực trân quý vai trò của mình nhưng lại thiếu sự chuẩn bị khi dấn thân vào, việc xây dựng tổ ấm thì bị mặc định là phải tự thực hành rồi rút kinh nghiệm. Dù con cái đến với thế giới này thông qua ta, nhưng chúng là những cá thể biệt lập, có con đường, suy nghĩ và định mệnh riêng. Cha mẹ cho con tình thương, sự dẫn dắt và hỗ trợ, nhưng đừng áp đặt giấc mơ hay khao khát của mình lên con.      
Nguyên Tắc Tuyệt Đối Trong Đầu Tư Cổ Phiếu$249,000$Kinh Tế/Kinh Doanh$Bất Động Sản/Chứng Khoán/Đầu Tư$20.5 x 14.5 x 2$368$Thái Hà Books$893528091716$Phương Nam Online$1$“Cuốn sách này là di sản mà Park Young-Ok muốn dành tặng cho các bạn và là thông điệp của niềm hy vọng mà tác giả muốn gửi đến nhiều người.
Hỏi Đáp Từ Trái Tim (Tái bản năm 2024) (Bìa cứng)$179,000$Thể Loại Khác$Tâm Linh/Tôn Giáo$19 x 13 x 1.8$291$Thái Hà Books$893528091708$Phương Nam Online$1560$“Khi mới bắt đầu thực tập chánh niệm, quý vị thường có cả ngàn câu hỏi. Nhưng trước khi tìm người khác để xin giải đáp thì hãy ngồi xuống với câu hỏi của mình. Quý vị sẽ ngạc nhiên khi khám phá ra rằng nhờ nhìn sâu và ôm ấp câu hỏi mà quý vị có thể tự trả lời hầu hết các câu hỏi của mình. Chúng ta có thói quen luôn hướng ngoại, nghĩ rằng chúng ta có thể tiếp nhận tuệ giác hay từ bi từ một người khác, từ Bụt, từ lời dạy của Bụt (Pháp) hay từ Tăng thân. Nhưng mà quý vị là Bụt, quý vị là Pháp, quý vị là Tăng.
