barcode,category,description,name,pages,price,publishing_affiliate,seller,size,subcategory,url
893606669817,Thể Loại Khác,,Trò Chơi Tâm Lý,348,"209,000",1980 Books,Phương Nam Online,20.5 x 13 x 1.8,Tâm Lý/Giáo Dục,https://nhasachphuongnam.com/tro-choi-tam-ly-vi.html
893606669988,Thiếu Nhi,Cuốn sách nằm trong bộ sách ,Tập Tô Sáng Tạo Cùng Wolfoo - Tập 3,24,"49,000",1980 Edu,Phương Nam Online,24 x 16 x 0.5,Tô Màu/Luyện Chữ/Cắt Dán,https://nhasachphuongnam.com/tap-to-sang-tao-cung-wolfoo-tap-3.html
893606669987,Thiếu Nhi,Cuốn sách nằm trong bộ sách ,Tập Tô Sáng Tạo Cùng Wolfoo - Tập 2,24,"49,000",1980 Edu,Phương Nam Online,24 x 16 x 0.5,Tô Màu/Luyện Chữ/Cắt Dán,https://nhasachphuongnam.com/tap-to-sang-tao-cung-wolfoo-tap-2.html
893606669990,Thiếu Nhi,Cuốn sách nằm trong bộ sách ,Tập Tô Sáng Tạo Cùng Wolfoo - Tập 5,24,"49,000",1980 Edu,Phương Nam Online,24 x 16 x 0.5,Tô Màu/Luyện Chữ/Cắt Dán,https://nhasachphuongnam.com/tap-to-sang-tao-cung-wolfoo-tap-5.html
893606669989,Thiếu Nhi,Cuốn sách nằm trong bộ sách ,Tập Tô Sáng Tạo Cùng Wolfoo - Tập 4,24,"49,000",1980 Edu,Phương Nam Online,24 x 16 x 0.5,Tô Màu/Luyện Chữ/Cắt Dán,https://nhasachphuongnam.com/tap-to-sang-tao-cung-wolfoo-tap-4.html
893606669986,Thiếu Nhi,Cuốn sách nằm trong bộ sách ,Tập Tô Sáng Tạo Cùng Wolfoo - Tập 1,24,"49,000",1980 Edu,Phương Nam Online,24 x 16 x 0.5,Tô Màu/Luyện Chữ/Cắt Dán,https://nhasachphuongnam.com/tap-to-sang-tao-cung-wolfoo-tap-1.html
893532502203,Văn Học," là một quyển tiểu thuyết viết về chủ đề “hành trình hồi hướng của các linh hồn”, tác giả Soul xây dựng cốt truyện xoay quanh nhân vật chính là chàng trai Bảo Nguyên - một “linh hồn không may rơi vào vòng xoáy năng lượng tối” khi đột ngột qua đời do tai nạn, ở đó, Nguyên phải nỗ lực tìm đường đến “Cõi tuyệt diệu” - cảnh giới tối cao nhất trong lãnh địa phát triển tâm thức.",Cảm Ơn Ta Lại Nhìn Thấy Nhau,272,"119,000",Glow Books,Phương Nam Online,20.5 x 14.5 x 1.5,Văn Học Đương Đại,https://nhasachphuongnam.com/cam-on-ta-lai-nhin-thay-nhau.html
893606669920,Kỹ Năng/Sống Đẹp,"Là một nhân viên mới, chắc hẳn bạn sẽ gặp phải nhiều khó khăn, áp lực trong những tuần đầu làm việc. Bạn luôn muốn nhanh chóng tạo ấn tượng tốt, hòa đồng với “người cũ” và làm quen với công việc mới, nhưng lại chưa biết nên làm thế nào hay bắt đầu từ đâu. Áp dụng “những lời khuyên” được truyền lại từ những người nhiều kinh nghiệm có vẻ là một cách hiệu quả. Tuy nhiên, có những lời khuyên tưởng như rất hợp lý nhưng lại không thực sự giúp ích cho bạn ở môi trường doanh nghiệp, trái lại còn đẩy bạn vào thế khó xử, thậm chí khiến cấp trên mất đi cảm tình với bạn.",Kỷ Luật Và Động Lực - Công Thức Thành Công,284,"169,000",1980 Books,Phương Nam Online,19 x 13 x 1.5,Kỹ Năng Sống,https://nhasachphuongnam.com/ky-luat-va-dong-luc-cong-thuc-thanh-cong.html
893532502224,Văn Học,,"Không Sao Mà, Có Tớ Ở Đây",208,"84,000",Deepbooks,Phương Nam Online,17 x 11.5 x 1,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/khong-sao-ma-co-to-o-day.html
893532502246,Tuổi Mới Lớn,Hẳn bạn đã quen với hình ảnh chú sư tử cá Merlion oai nghiêm của đảo quốc sư tử Singapore? Vậy bạn có biết con sư tử đầu Mốc Mốc-lion?,Mèo Mốc - Hành Trình Tới Singapore (Tái bản năm 2024),182,"115,000",Skycomics,Phương Nam Online,19 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/meo-moc-hanh-trinh-toi-singapore-tai-ban-nam-2024.html
893532502217,Kỹ Năng/Sống Đẹp,"Trước khi đọc cuốn sách này, hãy thử dành vài giây để nghĩ về thế giới mà bạn đang nhận diện. Vì những gì cuốn sách này viết sẽ đập tan mọi thứ mà bạn từng luôn cho là “đúng chuẩn” và ""bình thường"". Cuốn sách ",Bí Ẩn Vùng Nước Sâu - Lằn Ranh Thiên Tài Và Kẻ Điên,400,"180,000",Skybooks,Phương Nam Online,24 x 15.7 x 2,Kỹ Năng Sống,https://nhasachphuongnam.com/bi-an-vung-nuoc-sau-lan-ranh-thien-tai-va-ke-dien.html
893532502211,Kỹ Năng/Sống Đẹp,"Bạn ít nói, ngại giao tiếp, thích những không gian tĩnh lặng, không thoải mái khi phải hòa mình vào đám đông, liệu bạn có phải là người hướng nội?",Tại Sao Em Ít Nói Thế? (Tái bản năm 2024),336,"135,000",Glow Books,Phương Nam Online,20 x 14.5 x 1.8,Kỹ Năng Sống,https://nhasachphuongnam.com/tai-sao-em-it-noi-the-tai-ban-nam-2024.html
893532502222,Văn Học,,"Những Khi Hạnh Phúc, Những Lúc Vỡ Tan",208,"159,000",Skybooks,Phương Nam Online,17 x 14 x 1,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/nhung-khi-hanh-phuc-nhung-luc-vo-tan.html
893532502138,Văn Học,Phụ nữ đẹp là báu vật vô giá.,Vẻ Đẹp Là Cách Bạn Yêu Chính Mình,316,"149,000",Bluebooks,Phương Nam Online,20.5 x 14.5 x 1.6,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/ve-dep-la-cach-ban-yeu-chinh-minh.html
893532502146,Văn Học,"Một buổi hẹn hò tưởng chừng như sẽ trở thành một màn cầu hôn lãng mạn của cặp đôi trẻ, nhưng miễn cưỡng biến thành một buổi tiệc tùng bên hồ bơi và kết thúc bằng một vụ mất tích. Từ sau bữa tiệc bể bơi ở Dark Place ấy, Tallulah và Zach không bao giờ quay về nhà nữa.",Đêm Biến Mất,420,"189,000",Mintbooks,Phương Nam Online,24 x 16 x 2.2,Văn Học Đương Đại,https://nhasachphuongnam.com/dem-bien-mat.html
893532502189,Văn Học,"Cuộc đời này sẽ luôn mang đến cho chúng mình những bài toán số phận hóc búa, khiến lắm lúc thấy mình như đứa nhỏ lạc lối giữa đường đời. Không biết mình là ai. Không biết mình phải đi về đâu. Càng chẳng rõ “tương lai - ổn định - thành công” mà người đời cứ rỉ tai nhau mỗi ngày ấy là gì, ở đâu?",Hẹn Gặp Chúng Mình Ở Phiên Bản Tốt Hơn,232,"99,000",Người Trẻ Việt,Phương Nam Online,20.5 x 13 x 1.2,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/hen-gap-chung-minh-o-phien-ban-tot-hon.html
893532502170,Văn Học,"Cuốn sách đưa bạn về những ngày trời êm ả trôi với những tán cây rợp lá xanh rì, với những điều giản dị hiền lành, với những điều đã sờn cũ theo thời gian…",Nắng Ngoài Hiên,360,"178,000",Bluebooks,Phương Nam Online,15 x 15 x 2,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/nang-ngoai-hien.html
893532502154,Kỹ Năng/Sống Đẹp,,Sống Chỉ Để Tan Biến Sao?,280,"109,000",Wavebooks,Phương Nam Online,20 x 14 x 1.5,Kỹ Năng Sống,https://nhasachphuongnam.com/song-chi-de-tan-bien-sao.html
893532502162,Thể Loại Khác,,Thiền Không Khó Dù Đời Gian Khó,224,"113,000",Bloombooks,Phương Nam Online,20 x 14.5 x 1.2,Sách Chuyên Ngành,https://nhasachphuongnam.com/thien-khong-kho-du-doi-gian-kho.html
893532502167,Thể Loại Khác,,Sức Mạnh Của Luật Hấp Dẫn,384,"136,000",Shinebooks,Phương Nam Online,20.5 x 14.5 x 2,Tâm Lý/Giáo Dục,https://nhasachphuongnam.com/suc-manh-cua-luat-hap-dan.html
893606669629,Kinh Tế/Kinh Doanh,"Hầu hết 25% doanh nghiệp nhỏ thất bại trong năm đầu tiên. 40% doanh nghiệp nhỏ thất bại trong vòng 5 năm và 65% thất bại trong vòng 10 năm. Hàng triệu giấc mơ phụ thuộc hoàn toàn vào thành công của doanh nghiệp. Trên thương trường, tỷ lệ thất bại của một doanh nghiệp nhỏ rõ ràng là quá lớn. Đối với rất nhiều người, việc điều hành một doanh nghiệp có vẻ khác với những gì họ tưởng tượng. Họ căng thẳng, chán nản và không tự tin vào kế hoạch phát triển của mình.",Huấn Luyện Doanh Nghiệp,359,"189,000",1980 Books,Phương Nam Online,20.5 x 13 x 2,Quản Trị Kinh Doanh,https://nhasachphuongnam.com/huan-luyen-doanh-nghiep.html
978604491581,Thiếu Nhi,"Con cái chính là món quà mà thượng đế dành cho cha mẹ, được cha mẹ dành cho tất cả tình yêu thương. Để con trưởng thành trong sự bình an và khỏe mạnh cả về thể chất lẫn tinh thần, là một em bé có kỹ năng giao tiếp ứng xử, tự lập… đó chính là kỳ vọng của tất cả thầy cô và cha mẹ.",Tủ Sách Bồi Dưỡng Kỹ Năng Sống - Kỹ Năng Tự Thoát Hiểm,60,"39,000",Trí Việt,Phương Nam Online,24 x 17 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/tu-sach-boi-duong-ky-nang-song-ky-nang-tu-thoat-hiem-vi.html
978604491584,Thiếu Nhi,"Con cái chính là món quà mà thượng đế dành cho cha mẹ, được cha mẹ dành cho tất cả tình yêu thương. Để con trưởng thành trong sự bình an và khỏe mạnh cả về thể chất lẫn tinh thần, là một em bé có kỹ năng giao tiếp ứng xử, tự lập… đó chính là kỳ vọng của tất cả thầy cô và cha mẹ.",Tủ Sách Bồi Dưỡng Kỹ Năng Sống - Kỹ Năng Tự Lập,60,"39,000",Trí Việt,Phương Nam Online,24 x 17 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/tu-sach-boi-duong-ky-nang-song-ky-nang-tu-lap-vi.html
978604491583,Thiếu Nhi,"Con cái chính là món quà mà thượng đế dành cho cha mẹ, được cha mẹ dành cho tất cả tình yêu thương. Để con trưởng thành trong sự bình an và khỏe mạnh cả về thể chất lẫn tinh thần, là một em bé có kỹ năng giao tiếp ứng xử, tự lập… đó chính là kỳ vọng của tất cả thầy cô và cha mẹ.",Tủ Sách Bồi Dưỡng Kỹ Năng Sống - Kỹ Năng Bảo Vệ Bản Thân,60,"39,000",Trí Việt,Phương Nam Online,24 x 17 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/tu-sach-boi-duong-ky-nang-song-ky-nang-bao-ve-ban-than-vi.html
978604307797,Văn Học, (tên tiếng Anh: ,Ông Già Và Biển Cả (Tái bản năm 2024) (Sách Trí Việt),116,"32,000",Trí Việt,Phương Nam Online,20.5 x 13 x 0.6,Văn Học Kinh Điển/Cổ Điển,https://nhasachphuongnam.com/ong-gia-va-bien-ca-tai-ban-nam-2024-sach-tri-viet.html
978604491582,Thiếu Nhi,"Con cái chính là món quà mà thượng đế dành cho cha mẹ, được cha mẹ dành cho tất cả tình yêu thương. Để con trưởng thành trong sự bình an và khỏe mạnh cả về thể chất lẫn tinh thần, là một em bé có kỹ năng giao tiếp ứng xử, tự lập… đó chính là kỳ vọng của tất cả thầy cô và cha mẹ.",Tủ Sách Bồi Dưỡng Kỹ Năng Sống - Kỹ Năng Giao Tiếp Ứng Xử,60,"39,000",Trí Việt,Phương Nam Online,24 x 17 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/tu-sach-boi-duong-ky-nang-song-ky-nang-giao-tiep-ung-xu-vi.html
978604896533,Tuổi Mới Lớn,"Bước vào lứa tuổi dậy thì, các bạn gái sẽ dần cảm nhận được những biến đổi cả về tâm lí và sinh lí. Những biến đổi đó không chỉ khiến bạn gái cảm thấy bất ngờ thú vị mà còn làm các bạn thấy tò mò, xấu hổ, cùng với một chút bỡ ngỡ, lo lắng; biết bao nhiêu điều các bạn muốn biết, cần biết nhưng lại ngại ngùng không dám hỏi bố mẹ, thầy cô. Những câu hỏi đó dần trở thành một dấu hỏi lớn mà mỗi bạn giấu kín trong lòng, chỉ dám nhỏ to tâm sự cùng bạn bè thân thiết nhất mà thôi.",Những Điều Khó Nói - Cẩm Nang Bạn Gái Tuổi Dậy Thì,180,"59,000",Trí Việt,Phương Nam Online,20.5 x 13 x 1,Tâm Lý/Giới Tính,https://nhasachphuongnam.com/nhung-dieu-kho-noi-cam-nang-ban-gai-tuoi-day-thi.html
978604896532,Tuổi Mới Lớn,"Khi bước vào tuổi dậy thì, những thay đổi về tâm sinh lí khiến các bạn trai vô cùng lo lắng. Đó là lúc các bạn nhận ra cơ thể mình có nhiều thay đổi như tăng cân đột ngột, xuất hiện mụn, vỡ giọng,... và về mặt tâm lí thì nhạy cảm, dễ cáu giận thất thường.",Những Điều Khó Nói - Cẩm Nang Bạn Trai Tuổi Dậy Thì,178,"59,000",Trí Việt,Phương Nam Online,20.5 x 13 x 1,Tâm Lý/Giới Tính,https://nhasachphuongnam.com/nhung-dieu-kho-noi-cam-nang-ban-trai-tuoi-day-thi.html
893528091710,Thể Loại Khác,"Canva là một công cụ thiết kế đồ họa trực tuyến, cho phép người dùng tạo ra các thiết kế đẹp mắ tmà không cần kỹ năng chuyên môn sâu. Từ tổng quan cơ bản, lịch sử phát triển đến các tính năng nổi bật, chương này sẽ mở đầu hành trình sáng tạo với Canva.",Cẩm Nang Canva - Thiết Kế Dễ Như Chơi,336,"289,000",Thái Hà Books,Phương Nam Online,24 x 17 x 1.8,Sách Chuyên Ngành,https://nhasachphuongnam.com/cam-nang-canva-thiet-ke-de-nhu-choi.html
893528091705,Tuổi Mới Lớn," là bộ manga được sáng tác bởi tác giả Inoue Koharu, được đăng dài kỳ trên tạp chí Sunday Webry của NXB",Thiếu Gia Tử Thần Và Hắc Hầu Nữ - Tập 1,192,"69,000",Hikari LightNovel,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/thieu-gia-tu-than-va-hac-hau-nu-tap-1.html
893528091709,Thể Loại Khác,"Bạn có bao giờ cảm thấy căng thẳng, mệt mỏi hay mất cân bằng trong cuộc sống? Hãy để cuốn sách này của Ambi Kavanagh dẫn dắt bạn vào một hành trình tìm lại sự cân bằng và năng lượng tinh thần qua những phương pháp chăm sóc bản thân đơn giản nhưng vô cùng hiệu quả.",Luân Xa: Kích Hoạt Sức Mạnh Chữa Lành Bằng Các Nghi Thức Hằng Ngày,248,"119,000",Thái Hà Books,Phương Nam Online,20.5 x 14 x 1.2,Sách Chuyên Ngành,https://nhasachphuongnam.com/luan-xa-kich-hoat-suc-manh-chua-lanh-bang-cac-nghi-thuc-hang-ngay.html
893528091704,Thể Loại Khác,"ADHD không chỉ là chứng rối loạn về sự tập trung. Về cơ bản, nó là một rối loạn của sự tự điều chỉnh. Nói một cách đầy đủ hơn, ADHD là chứng rối loạn phát triển thần kinh về khả năng tự kiểm soát, và chức năng điều hành. Hiểu định nghĩa đúng sẽ giúp giải phóng toàn bộ sức mạnh của 12 nguyên tắc trong cuốn sách này, giúp bạn nuôi dạy trẻ mắc chứng ADHD thành công.",Nuôi Dạy Trẻ Mắc Chứng Rối Loạn Tăng Động Giảm Chú Ý (ADHD),308,"139,000",Thái Hà Books,Phương Nam Online,23 x 15 x 1.5,Thường Thức/Đời Sống,https://nhasachphuongnam.com/nuoi-day-tre-mac-chung-roi-loan-tang-dong-giam-chu-y-adhd.html
978604483522,Thể Loại Khác,"Có thể nói đây là công trình đầu tiên nghiên cứu, tìm hiểu về hoạt động báo chí của người Hoa tại Sài Gòn giai đoạn 1955 - 1975, Trên cơ sở nguồn tài liệu tiếp cận từ Trung tâm Lưu trữ Quốc gia II về các chính sách cũng như những quy định về hoạt động báo chí của người Hoa tại Sài Gòn, công trình làm sáng tỏ nhiều văn để trong hoạt động báo chí của người Hoa từ hình thức, nội dung mà các trang báo để cập đến những hoạt động cụ thể của mỗi tờ báo trước tình hình xã hội đầy biến động ở Sài Gòn trong giai đoạn 1955 - 1975. Công trình tổng hợp, hệ thống và nghiên cứu trên hai phương diện: chính sách đối với hoạt động báo chí của chính quyền Sài Gòn và các hoạt động cụ thể, nội dung phản ánh trên các tờ báo do người Hoa xuất bản trong giai đoạn 1955 - 1975. Từ đó làm rõ hoạt động báo chí của người Hoa nói riêng trong hoạt động báo chí của Việt Nam nói chung, góp phần bổ sung thêm mảng khuyết về hoạt động báo chí của Việt Nam trong lịch sử.",Báo Chí Của Người Hoa Tại Sài Gòn (1955-1975),208,"135,000",,Phương Nam Online,24 x 16 x 1,Sách Chuyên Ngành,https://nhasachphuongnam.com/bao-chi-cua-nguoi-hoa-tai-sai-gon-1955-1975.html
978604483102,Văn Học,"Tuyển tập Đất Việt trời Nam liệt truyện giúp bạn đọc nhận ra tâm hồn và khí phách người bình dân Nam Bộ: không phải giống chim phượng trong lý tưởng vương quyền mà là loài chim sẻ trên đồng ruộng nắng vàng phương Nam; cũng không phải thần long uốn lượn trời xanh mà là con trùn đất cày xới, vun bồi đại địa. Giọng điệu trong trang văn của Trần Bảo Định như tiếng chim phương Nam ríu rít trong vòm tre, gợi âm hưởng chan hòa và sinh khí cuộc sống tươi tắn trên dải đất Việt Nam thống nhất, đậm đà ý nhị dân tộc và thấm đẫm tinh thần nhân bản. Trong tuyển tập Đất Việt trời Nam liệt truyện, bạn đọc sẽ nghe thấy âm vang tiếng nói hào sảng, cảm khái tính cách phóng khoáng và phẩm chất nhân nghĩa thủy chung của người bình dân châu thổ Cửu Long. Đây vừa là bản trường ca vừa là bản tráng ca mà cũng là khúc dân ca thấm đượm hương vị nắng gió chan hòa của đất đai xứ sở Nam Bộ xưa nay"".",Đất Việt Trời Nam Liệt Truyện (Bộ 3 cuốn),852,"370,000",,Phương Nam Online,20.5 x 13 x 4.5,Truyện Lịch Sử,https://nhasachphuongnam.com/dat-viet-troi-nam-liet-truyen-bo-3-cuon.html
978604483547,Văn Học,"Có những ngày tôi biết rõ là mình rất cô đơn. Tôi thèm được giãi bày, thèm được giải phóng những bức bối đang đè nặng trong lồng ngực. Tôi vừa thấy nỗi trống trải ngập tràn căn phòng, nhưng cũng thấy chiếc ghế sofa này thừa thãi, thấy mấy chậu cây ngoài ban công choán hết tầm nhìn, thấy mọi vật trong tầm mắt đều đang muốn vây kín và đè chặt mình. Thế giới của tôi lúc đó hóa thành một đốm tròn, rồi thành một chấm nhỏ, cuối cùng mất hút. Đến mức tôi nghĩ sẽ tốt biết mấy nếu chấm nhỏ kia biến thành một lỗ đen rồi cuốn tôi vào trong trước khi tan biến.",Có Lẽ Tôi Cần Một Con Mèo,240,"109,000",,Phương Nam Online,20 x 13 x 1.2,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/co-le-toi-can-mot-con-meo.html
978604483450,Văn Học,"Trong các câu chuyện kể của Elena, ta cảm nhận sự biến chuyển không ngừng của tâm thức dù là trong im lặng. Ngần ấy trang viết chan chứa  những tình cảm sâu lắng về tình yêu, về số phận con người, về sự mong manh vô thường của kiếp người. Elena diễn tả tất cả triết lý nhân sinh bằng một bút pháp nhẹ nhàng dung dị nhưng tràn đầy cảm xúc, sâu lắng và không kém phần uyên áo trong tư duy của một ngòi viết am hiểu những nguyên lý căn bản về đạo Phật.
  ",Hạt Bụi Lênh Đênh,220,"105,000",,Phương Nam Online,20.5 x 13 x 1.2,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/hat-bui-lenh-denh.html
893508685823,Kỹ Năng/Sống Đẹp,,Dare To Dream - Dám Ước Mơ (Tái bản năm 2024),238,"88,000",First News,Phương Nam Online,20.5 x 13 x 1.2,Kỹ Năng Sống,https://nhasachphuongnam.com/dare-to-dream-dam-uoc-mo-tai-ban-nam-2024.html
893606669834,Thể Loại Khác,"Trong thời đại hiện nay, tất cả những ai không muốn bị tụt hậu đều cần học về các công cụ AI, đặc biệt là biết cách sử dụng công cụ AI trong thực tế. Nếu nắm vững các kiến thức xoay quanh các công cụ AI, bạn có thể nhận được sự hỗ trợ đắc lực để nâng cấp đời sống của mình.",ChatGPT Thực Chiến,263,"169,000",1980 Books,Phương Nam Online,20.5 x 13 x 1.4,Sách Chuyên Ngành,https://nhasachphuongnam.com/chatgpt-thuc-chien.html
893606669853,Văn Học,"Cả nước Mỹ rúng động khi nghe tin một nữ ngôi sao chết trên giường trong tình trạng bị dao đâm chém nghiêm trọng và khỏa thân trên. Kỳ lạ hơn là bên cạnh cô còn có xác chết của người vệ sĩ. Mọi bằng chứng pháp y và hình ảnh được ghi lại từ camera gia đình đều chỉ ra nghi phạm trong vụ án thương tâm này là chồng của cô, cũng là một ngôi sao nổi tiếng, tình cờ đã không có mặt ở nhà trước đó.",Nạn Nhân Số 13,464,"250,000",1980 Novel,Phương Nam Online,24 x 16 x 2.5,Văn Học Đương Đại,https://nhasachphuongnam.com/nan-nhan-so-13.html
893606669562,Văn Học,"Khi Penny Dahl gọi điện cho cơ quan thám tử Finders Keepers với hy vọng được giúp đỡ tìm kiếm đứa con gái mất tích của mình, Holly đã miễn cưỡng chấp nhận vụ án. Đối tác của cô lúc ấy, Pete, đang mắc bệnh Covid còn mẹ của cô (một người rất phức tạp) vừa qua đời. Nhưng có điều gì đó trong giọng nói da diết đến tuyệt vọng của bà Penny Dahl đã khiến Holly không thể chối từ.",Holly - Tù Nhân Dưới Tầng Hầm,672,"350,000",1980 Novel,Phương Nam Online,24 x 16 x 3.5,Văn Học Đương Đại,https://nhasachphuongnam.com/holly-tu-nhan-duoi-tang-ham.html
978604491036,Văn Học,"Ra mắt độc giả lần đầu tiên qua những trang sách của nhà văn Sir Arthur Conan Doyle xuất bản từ năm 1887, cho đến nay, hình ảnh một thám tử Shelock Holmes tài ba với một phong cách phá án không thể nhầm lẫn đã in sâu trong tâm trí biết bao nhiêu thế hệ độc giả.",Thám Tử Sherlock Holmes (Bộ 3 tập) (Sách Trí Việt),1784,"430,000",Trí Việt,Phương Nam Online,20.5 x 14.5 x 10,Văn Học Kinh Điển/Cổ Điển,https://nhasachphuongnam.com/tham-tu-sherlock-holmes-bo-3-tap-sach-tri-viet.html
978604391130,Văn Học," - một tác phẩm của tác giả đoạt giải Nobel Văn chương 2015 Svetlana Alexievich - là bản dịch đầy đủ nhất từ trước tới nay, không cắt gọt, không kiểm duyệt của chính tác giả do dịch giả Nguyên Ngọc dịch mới hoàn toàn. Có một cuộc Chiến tranh thế giới thứ hai mà bạn chưa từng nghe nói tới, những câu chuyện chưa bao giờ được đưa ra ánh sáng, những số phận gắn liền với chiến tranh, đã được tác giả tái hiện lại một cách chân thực nhất, đầy đủ nhất trong ﻿Chiến tranh không có một khuôn mặt phụ nữ.",Chiến Tranh Không Có Một Khuôn Mặt Phụ Nữ (Tái bản năm 2024),464,"180,000",Tao Đàn,Phương Nam Online,20.5 x 14.5 x 2.5,Văn Học Đương Đại,https://nhasachphuongnam.com/chien-tranh-khong-co-mot-khuon-mat-phu-nu-tai-ban-nam-2024.html
sachsapphathanh-dht06.09,Tuổi Mới Lớn,,Boxset Trùng Sư (Bộ 10 tập & 1 tập ngoại truyện) (Tặng poster Trùng sư + Sổ tay),2200,"1,488,000",,Phương Nam Online,21.5 x 15.5 x 13,Truyện Tranh,https://nhasachphuongnam.com/boxset-trung-su-bo-10-tap-and-1-tap-ngoai-truyen.html
sachsapphathanh-dht01.12,Văn Học,"Thế giới ngầm được phản ánh trong tiểu thuyết Bố già là sự gặp gỡ giữa một bên là ý chí cương cường và nền tảng gia tộc chặt chẽ theo truyền thống mafia xứ Sicily với một bên là xã hội Mỹ nhập nhằng đen trắng, mảnh đất màu mỡ cho những cơ hội làm ăn bất chính hứa hẹn những món lợi kếch xù. Trong thế giới ấy, hình tượng Bố già được tác giả dày công khắc họa đã trở thành bức chân dung bất hủ trong lòng người đọc. Từ một kẻ nhập cư tay trắng đến ông trùm tột đỉnh quyền uy, Don Vito Corleone là con rắn hổ mang thâm trầm, nguy hiểm khiến kẻ thù phải kiềng nể, e dè, nhưng cũng được bạn bè, thân quyến xem như một đấng toàn năng đầy nghĩa khí. Nhân vật trung tâm ấy đồng thời cũng là hiện thân của một pho triết lí rất “đời” được nhào nặn từ vốn sống của hàng chục năm lăn lộn giữa chốn giang hồ bao phen vào sinh ra tử, vì thế mà có ý kiến cho rằng “Bố già là sự tổng hòa của mọi hiểu biết. Bố già là đáp án cho mọi câu hỏi”.",Bố Già - Ấn Bản Kỷ Niệm 55 Năm Xuất Bản Lần Đầu - Bìa Da Dê (Đặt hàng & Thanh toán trước ngày 31/08/2024),652,"3,500,000",Đông A,Phương Nam Online,24 x 16 x 4,Văn Học Kinh Điển/Cổ Điển,https://nhasachphuongnam.com/bo-gia-an-ban-ky-niem-55-nam-xuat-ban-lan-dau-bia-da-de.html
sachsapphathanh-dht01.12,Văn Học,"Thế giới ngầm được phản ánh trong tiểu thuyết Bố già là sự gặp gỡ giữa một bên là ý chí cương cường và nền tảng gia tộc chặt chẽ theo truyền thống mafia xứ Sicily với một bên là xã hội Mỹ nhập nhằng đen trắng, mảnh đất màu mỡ cho những cơ hội làm ăn bất chính hứa hẹn những món lợi kếch xù. Trong thế giới ấy, hình tượng Bố già được tác giả dày công khắc họa đã trở thành bức chân dung bất hủ trong lòng người đọc. Từ một kẻ nhập cư tay trắng đến ông trùm tột đỉnh quyền uy, Don Vito Corleone là con rắn hổ mang thâm trầm, nguy hiểm khiến kẻ thù phải kiềng nể, e dè, nhưng cũng được bạn bè, thân quyến xem như một đấng toàn năng đầy nghĩa khí. Nhân vật trung tâm ấy đồng thời cũng là hiện thân của một pho triết lí rất “đời” được nhào nặn từ vốn sống của hàng chục năm lăn lộn giữa chốn giang hồ bao phen vào sinh ra tử, vì thế mà có ý kiến cho rằng “Bố già là sự tổng hòa của mọi hiểu biết. Bố già là đáp án cho mọi câu hỏi”.",Bố Già - Ấn Bản Kỷ Niệm 55 Năm Xuất Bản Lần Đầu - Bìa Buckram (Đặt hàng & Thanh toán trước ngày 31/08/2024),652,"1,500,000",Đông A,Phương Nam Online,24 x 16 x 4,Văn Học Kinh Điển/Cổ Điển,https://nhasachphuongnam.com/bo-gia-an-ban-ky-niem-55-nam-xuat-ban-lan-dau-bia-buckram.html
sachsapphathanh-893535260986-dht23.08,Truyện Tranh/Manga,"Tàu săn rồng “Quin Zaza”, trên hành trình rong ruổi khắp bầu trời tìm kiếm những con rồng ngon miệng, đã đụng độ “Kẻ ăn tàu huyền thoại” Typhon! Đó chính là con rồng năm xưa đã đánh chìm “Quin Zaza” thế hệ đầu.",Rồng Không Trung - Tập 9,192,"40,000",,Phương Nam Online,18 x 13 x 1,Manga,https://nhasachphuongnam.com/rong-khong-trung-tap-9.html
sachsapphathanh-893535261367-dht23.08,Truyện Tranh/Manga,"Rèn luyện cơ thể từ việc sinh tồn trên đảo hoang không người, tổng vệ sinh trường học và tranh thủ thư giãn đầu óc, tiếp xúc với nghệ thuật để mài giũa các giác quan... cả những khoảnh khắc trở nên dễ thương như các thần tượng nữa. Hôm nay cũng thế, các học sinh của chúng ta vẫn đang tiến từng bước trên con đường trở thành Siêu Anh hùng!",Học Viện Siêu Anh Hùng - Team Up Mission - Tập 5,208,"30,000",,Phương Nam Online,17.6 x 11.3 x 1,Manga,https://nhasachphuongnam.com/hoc-vien-sieu-anh-hung-team-up-mission-tap-5.html
