barcode,category,description,name,pages,price,publishing_affiliate,seller,size,subcategory,url
978604404084,Thiếu Nhi,"Bạn có biết những phát minh nào đã thay đổi cuộc sống của chúng ta? Cuốn sách thiếu nhi này dẫn dắt độc giả trẻ em vào hành trình khám phá nguồn gốc của những phát minh vĩ đại và những nhà phát minh kiệt xuất suốt chiều dài lịch sử nhân loại. Những hình ảnh minh họa rực rỡ và thông tin chi tiết sẽ khơi dậy niềm đam mê sáng tạo và tò mò của trẻ, nuôi dưỡng những ước mơ cho trẻ.",Bách Khoa Tri Thức - Các Phát Minh Làm Nên Lịch Sử (Song ngữ Việt-Anh),48,"59,000",HG Books,Phương Nam Online,25 x 19 x 0.5,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/bach-khoa-tri-thuc-cac-phat-minh-lam-nen-lich-su-song-ngu-viet-anh.html
978604403961,Thiếu Nhi,"Đại dương bao la với muôn vàn điều bí ẩn đang chờ đón các độc giả nhí yêu thích khám phá. Cuốn sách thiếu nhi này cung cấp kiến thức phong phú về địa lý, lịch sử tự nhiên và hành trình con người chinh phục biển cả. Với hình ảnh sắc nét, biểu đồ mặt cắt và những hình vẽ ngộ nghĩnh, các em sẽ bị cuốn hút vào thế giới biển sâu đầy mê hoặc.",Bách Khoa Tri Thức - Khám Phá Đại Dương (Song ngữ Việt-Anh),48,"59,000",HG Books,Phương Nam Online,25 x 19 x 0.5,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/bach-khoa-tri-thuc-kham-pha-dai-duong-song-ngu-viet-anh.html
893606669701,Thể Loại Khác,"Sống trong một gia đình “độc hại”, trẻ em sẽ lớn lên với nhiều lỗ hổng cảm xúc và sẽ làm cho cuộc sống trở nên khốn khổ. Cha mẹ luôn thao túng, kiểm soát và chỉ trích, khiến những đứa trẻ bị tách biệt về mặt cảm xúc. Lớn lên với bậc cha mẹ độc hại, bạn có thể tự đặt câu hỏi về các quyết định của mình, không bao giờ cảm thấy đủ tốt và cảm thấy tội lỗi khi nói không với họ.",Gia Đình Độc Hại,340,"179,000",1980 Books,Phương Nam Online,20.5 x 13 x 1.8,Thường Thức/Đời Sống,https://nhasachphuongnam.com/gia-dinh-doc-hai.html
893606669313,Thể Loại Khác,Montessori từ lâu đã được xem là phương pháp giáo dục giúp trẻ phát triển toàn diện về cả thể chất lẫn trí tuệ ngay từ sớm. ,Montessori - Phương Pháp Giáo Dục Sớm Giúp Trẻ Phát Triển Tiềm Năng Trí Tuệ,168,"139,000",1980 Edu,Phương Nam Online,18 x 18 x 1,Thường Thức/Đời Sống,https://nhasachphuongnam.com/montessori-phuong-phap-giao-duc-som-giup-tre-phat-trien-tiem-nang-tri-tue.html
893606669543,Thể Loại Khác,"Ngày nay, với các áp lực cuộc sống, việc nuôi dạy trẻ em gặp nhiều khó khăn hơn. Bạn có thể rất lo lắng nhỡ đâu một sai lầm hoặc một hành động nào đó của mình có thể vô tình làm hại con trẻ mãi về sau. Đôi khi bạn cảm thấy lo âu ngay cả khi bạn đang làm đúng.","Nuôi Con Bản Lĩnh, Dạy Con Kiên Cường",320,"149,000",1980 Books,Phương Nam Online,20.5 x 13 x 1.6,Thường Thức/Đời Sống,https://nhasachphuongnam.com/nuoi-con-ban-linh-day-con-kien-cuong.html
893606669492,Thể Loại Khác,"Bạn muốn áp dụng chế độ ăn Keto nhưng lại luôn e ngại vì không có đủ thời gian và cảm thấy các công thức nấu ăn quá phức tạp? Không cần phải lo lắng nhiều hơn nữa, vì với ",Giảm Cân An Toàn Cùng Thực Đơn Keto,220,"149,000",Booklife,Phương Nam Online,20.5 x 13 x 1.2,Sách Chuyên Ngành,https://nhasachphuongnam.com/giam-can-an-toan-cung-thuc-don-keto.html
893606669730,Thể Loại Khác,"Vấn đề ăn uống của trẻ luôn là mối quan tâm hàng đầu của các bậc cha mẹ, bởi nó ảnh hưởng đến khả năng phát triển và tình trạng sức khỏe của bé",Thực Đơn Ăn Dặm Theo Tuần Cho Bé,280,"219,000",1980 Books,Phương Nam Online,20.5 x 14 x 1.5,Thường Thức/Đời Sống,https://nhasachphuongnam.com/thuc-don-an-dam-theo-tuan-cho-be.html
893606669699,Thể Loại Khác,,226 Công Thức Ăn Dặm Kiểu Mẹ Nhật,276,"195,000",1980 Books,Phương Nam Online,23 x 16 x 1.5,Thường Thức/Đời Sống,https://nhasachphuongnam.com/226-cong-thuc-an-dam-kieu-me-nhat.html
893606669360,Thể Loại Khác," viết về những vấn đề về sức khỏe mà trẻ em thường gặp phải đồng thời hướng dẫn cách điều trị khoa học, thiết thực và hữu ích. Cuốn sách giúp các bậc cha mẹ có thêm những kiến thức bổ ích trong hành trình chăm sóc các bé, đồng thời nhận ra việc trẻ bị ốm là điều bình thường, để cha mẹ không cảm thấy lo lắng, rối trí khi trẻ bị ốm, sốt, tiêu chảy…",Trẻ Con Đứa Nào Chẳng Ốm,192,"99,000",1980 Books,Phương Nam Online,19 x 13 x 1,Thường Thức/Đời Sống,https://nhasachphuongnam.com/tre-con-dua-nao-chang-om.html
893606669875,Kỹ Năng/Sống Đẹp,Bạn đã bao giờ từng rơi vào tình huống cảm thấy bị tổn thương và bối rối sau khi chàng trai mà bạn hẹn hò không còn hứng thú với bạn mặc dù ban đầu anh ấy có vẻ rất say mê bạn?,Đọc Vị Tâm Lý Đàn Ông,268,"149,000",1980 Books,Phương Nam Online,19 x 13 x 1.5,Kỹ Năng Sống,https://nhasachphuongnam.com/doc-vi-tam-ly-dan-ong.html
893606669827,Thể Loại Khác,"Hành trình khám phá bản ngã, vận hành quy luật về năng lượng và thức tỉnh nội tại để sống đời trọn vẹn",Tần Số Năng Lượng,173,"129,000",1980 Books,Phương Nam Online,19 x 13 x 1,Tâm Linh/Tôn Giáo,https://nhasachphuongnam.com/tan-so-nang-luong.html
893606669866,Kỹ Năng/Sống Đẹp,"Sự phát triển mạnh mẽ của công nghệ thông tin đã tạo điều kiện thuận lợi cho chúng ta có thể truy cập tức thời vào kho tàng kiến thức khổng lồ của thế giới. Chưa bao giờ chúng ta có điều kiện tốt hơn để học hỏi, đóng góp và cải thiện bản thân như bây giờ.",Thiết Lập Bộ Não Thứ Hai,352,"189,000",1980 Books,Phương Nam Online,20.5 x 13 x 1.8,Kỹ Năng Sống,https://nhasachphuongnam.com/thiet-lap-bo-nao-thu-hai.html
893521030945,Truyện Tranh/Manga,"Trẻ từ 0-3 tuổi là thời kì phát triển mạnh mẽ về trí tuệ, thể chất và kĩ năng. Vì vậy, giáo dục kĩ năng sống cho trẻ từ 0 - 3 tuổi là việc vô cùng cần thiết, giúp trẻ có nhận thức, hành động và tình cảm đúng mực. Khi trẻ biết cách xử lý các tình huống trong cuộc sống một cách nhanh nhạy, có thể vượt qua những khó khăn nhỏ đầu đời thì bản thân chúng sẽ hình thành nên tính cách mạnh mẽ và sự tự tin cần thiết sau này.",Bộ Sách Bồi Dưỡng Nhân Cách Và Tâm Hồn Trẻ - Bài Học Của Hai Chú Gà Con,28,"29,000",Tân Việt,Phương Nam Online,20.5 x 20.5 x 0.5,Truyện Tranh,https://nhasachphuongnam.com/bo-sach-boi-duong-nhan-cach-va-tam-hon-tre-bai-hoc-cua-hai-chu-ga-con.html
893521030949,Truyện Tranh/Manga,"Trẻ từ 0-3 tuổi là thời kì phát triển mạnh mẽ về trí tuệ, thể chất và kĩ năng. Vì vậy, giáo dục kĩ năng sống cho trẻ từ 0 - 3 tuổi là việc vô cùng cần thiết, giúp trẻ có nhận thức, hành động và tình cảm đúng mực. Khi trẻ biết cách xử lý các tình huống trong cuộc sống một cách nhanh nhạy, có thể vượt qua những khó khăn nhỏ đầu đời thì bản thân chúng sẽ hình thành nên tính cách mạnh mẽ và sự tự tin cần thiết sau này.",Bộ Sách Bồi Dưỡng Nhân Cách Và Tâm Hồn Trẻ - Sóc Con Hiếu Thảo,28,"29,000",Tân Việt,Phương Nam Online,20.5 x 20.5 x 0.5,Truyện Tranh,https://nhasachphuongnam.com/bo-sach-boi-duong-nhan-cach-va-tam-hon-tre-soc-con-hieu-thao.html
893521030947,Truyện Tranh/Manga,"Trẻ từ 0-3 tuổi là thời kì phát triển mạnh mẽ về trí tuệ, thể chất và kĩ năng. Vì vậy, giáo dục kĩ năng sống cho trẻ từ 0 - 3 tuổi là việc vô cùng cần thiết, giúp trẻ có nhận thức, hành động và tình cảm đúng mực. Khi trẻ biết cách xử lý các tình huống trong cuộc sống một cách nhanh nhạy, có thể vượt qua những khó khăn nhỏ đầu đời thì bản thân chúng sẽ hình thành nên tính cách mạnh mẽ và sự tự tin cần thiết sau này.",Bộ Sách Bồi Dưỡng Nhân Cách Và Tâm Hồn Trẻ - Lợn Em Mải Chơi,28,"29,000",Tân Việt,Phương Nam Online,20.5 x 20.5 x 0.5,Truyện Tranh,https://nhasachphuongnam.com/bo-sach-boi-duong-nhan-cach-va-tam-hon-tre-lon-em-mai-choi.html
893521030946,Truyện Tranh/Manga,"Trẻ từ 0-3 tuổi là thời kì phát triển mạnh mẽ về trí tuệ, thể chất và kĩ năng. Vì vậy, giáo dục kĩ năng sống cho trẻ từ 0 - 3 tuổi là việc vô cùng cần thiết, giúp trẻ có nhận thức, hành động và tình cảm đúng mực. Khi trẻ biết cách xử lý các tình huống trong cuộc sống một cách nhanh nhạy, có thể vượt qua những khó khăn nhỏ đầu đời thì bản thân chúng sẽ hình thành nên tính cách mạnh mẽ và sự tự tin cần thiết sau này.",Bộ Sách Bồi Dưỡng Nhân Cách Và Tâm Hồn Trẻ - Khỉ Con Ngủ Một Mình,28,"29,000",Tân Việt,Phương Nam Online,20.5 x 20.5 x 0.5,Truyện Tranh,https://nhasachphuongnam.com/bo-sach-boi-duong-nhan-cach-va-tam-hon-tre-khi-con-ngu-mot-minh.html
893497420373,Truyện Tranh/Manga,"Vua Lý Thái Tổ băng hà, nhà Lý gặp họa anh em tranh đoạt vương quyền, mầm mống của sự suy vong đã bắt đầu xuất hiện. Nhưng vốn là người cơ trí, uy dũng, tài năng, lại có tôi hiền là tướng Lê Phụng Hiểu phù trợ, Thái tử Lý Phật Mã dẹp yên được nguy cơ đại loạn, nhanh chóng ổn định tình hình chính sự, lên ngôi vua, tức vua Lý Thái Tông.",Lịch Sử Việt Nam Bằng Tranh - Lý Thái Tông Xây Đắp Nhà Lý (Bìa mềm),96,"70,000",,Phương Nam Online,23 x 15.5 x 0.6,Truyện Tranh,https://nhasachphuongnam.com/lich-su-viet-nam-bang-tranh-ly-thai-tong-xay-dap-nha-ly-bia-mem.html
893521030948,Truyện Tranh/Manga,"Trẻ từ 0-3 tuổi là thời kì phát triển mạnh mẽ về trí tuệ, thể chất và kĩ năng. Vì vậy, giáo dục kĩ năng sống cho trẻ từ 0 - 3 tuổi là việc vô cùng cần thiết, giúp trẻ có nhận thức, hành động và tình cảm đúng mực. Khi trẻ biết cách xử lý các tình huống trong cuộc sống một cách nhanh nhạy, có thể vượt qua những khó khăn nhỏ đầu đời thì bản thân chúng sẽ hình thành nên tính cách mạnh mẽ và sự tự tin cần thiết sau này.",Bộ Sách Bồi Dưỡng Nhân Cách Và Tâm Hồn Trẻ - Mèo Con Có Em Gái Nhỏ,28,"29,000",Tân Việt,Phương Nam Online,20.5 x 20.5 x 0.5,Truyện Tranh,https://nhasachphuongnam.com/bo-sach-boi-duong-nhan-cach-va-tam-hon-tre-meo-con-co-em-gai-nho.html
893497420381,Văn Học,"Vì sao tên gọi “Cleopatra” không được phép sử dụng ở Iceland? Vì sao đồng hồ “nói chuyện” với người Nahua ở Mexico? Và nếu như chúng ta là những gì mà chúng ta ăn, thì có phải chúng ta cũng là những gì mà chúng ta nói không? Đó chỉ là một vài câu hỏi mà Daniel Tammet sẽ giải đáp trong tuyển tập các bài viết rất cuốn hút này, trong đó anh sẽ cùng chúng ta tìm hiểu những khía cạnh tinh tế và sức mạnh vô cùng của ngôn ngữ con người. Từ nghệ thuật dịch cho đến tính trữ tình đáng ngạc nhiên trong ngôn ngữ ký hiệu, cuốn sách ",Mỗi Từ Là Một Chú Chim Đang Chờ Ta Dạy Hót,328,"160,000",,Phương Nam Online,20.5 x 14.5 x 1.6,Lý Luận/Nghiên Cứu/Phê Bình,https://nhasachphuongnam.com/moi-tu-la-mot-chu-chim-dang-cho-ta-day-hot.html
893497420385,Thể Loại Khác,"Làm thế nào giữ được quyền kiểm soát trong một thế giới tràn ngập thuật toán đánh bại chúng ta trong môn cờ vua, tìm người yêu cho chúng ta, và bảo chúng ta “500 mét nữa rẽ phải”.",Khôn Ngoan Hơn Thuật Toán,384,"220,000",,Phương Nam Online,23 x 15.5 x 2,Sách Chuyên Ngành,https://nhasachphuongnam.com/khon-ngoan-hon-thuat-toan.html
893497420391,Truyện Tranh/Manga,"Bộ truyện kể về chuyến phiêu lưu kỳ vĩ của Pai - người sống sót cuối cùng của bộ tộc Sanjiyan Unkara và người hầu cận bất tử của cô - “Vô” Fujii Yakumo. Với ước nguyện trở thành con người, họ lên đường tìm kiếm “Thuật Nhân Hoá” để được thoát khỏi kiếp sống của một yêu quái bất tử.",3x3 Eyes - Cô Bé Ba Mắt - Tập 16,384,"90,000",,Phương Nam Online,19 x 13 x 2,Manga,https://nhasachphuongnam.com/3x3-eyes-co-be-ba-mat-tap-16.html
893497420392,Truyện Tranh/Manga,"Hai anh em song sinh Yuuta và Yuuki, Shun và Kaname là bạn nối khố chơi với nhau từ thời mẫu giáo đến tận năm cấp 3. Cho đến dạo gần đây, nhóm bạn có thêm một thành viên mới là Chizuru – một cậu học sinh mới chuyển trường. Bộ truyện kể về cuộc sống học đường của nhóm bạn trẻ rất nhẹ nhàng, hài hước và đầy sâu lắng.",Hội Con Trai - Tập 17,192,"40,000",,Phương Nam Online,17.6 x 11.3 x 1,Manga,https://nhasachphuongnam.com/hoi-con-trai-tap-17.html
893606669380,Thể Loại Khác,"Khi đang tìm kiếm lời khuyên về cách nuôi dạy con cái, tác giả Craig Kessler đã nhờ một số người bạn viết cho mình","Lắng Nghe Suy Nghĩ, Thấu Hiểu Tính Cách, Kết Nối Cùng Con",260,"129,000",1980 Books,Phương Nam Online,19 x 13 x 1.5,Thường Thức/Đời Sống,https://nhasachphuongnam.com/lang-nghe-suy-nghi-thau-hieu-tinh-cach-ket-noi-cung-con.html
893535261097,Truyện Tranh/Manga,"Conan đã dốc hết sức mình để bảo vệ an toàn cho nữ ca sĩ tài năng với chất giọng soprano... người đã trở thành mục tiêu của hung thủ vụ giết người hàng loạt chuyên nhằm vào các nghệ sĩ âm nhạc! Nhưng, liệu bàn tay tội ác của chạm được tới thính phòng nơi Ran và nhóm thám tử nhí tới nghe biểu diễn...!? Các bạn đừng bỏ qua phẩn trình tấu opera hồi hộp trên nền nhạc ẩn chứa dã tâm, và chương cuối vô cùng hấp dẫn này nhé!!",Thám Tử Lừng Danh Conan Hoạt Hình Màu - Nốt Nhạc Kinh Hoàng - Tập 2,208,"60,000",,Phương Nam Online,18 x 13 x 1,Manga,https://nhasachphuongnam.com/tham-tu-lung-danh-conan-hoat-hinh-mau-not-nhac-kinh-hoang-tap-2-vi.html
893535261358,Văn Học," là tập bút ký của nhà văn Tô Hoài viết về con người và đất nước láng giềng gần gũi của nhân dân Việt Nam. Đó là đất nước múa lăm vông Lào với những con người hiền hòa mến khách. Đó là đất nước Campuchia vừa thoát khỏi nạn diệt chủng, đang xây dựng lại cuộc sống mới. Với bút ký, nhà văn Tô Hoài đã thể hiện nhãn quan sắc sảo, vốn hiểu biết sâu rộng về văn hóa và tình yêu đằm thắm với mảnh đất và con người nơi đây.",Ký Ức Đông Dương,192,"60,000",,Phương Nam Online,20.5 x 13 x 1,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/ky-uc-dong-duong-vi-2.html
893535261098,Truyện Tranh/Manga,"Nhận lời đề nghị phá án giúp một người đàn ông bí ẩn. Conan và mọi người đã lên đường tới Yokohama. Nào ngờ ở đó có một cái bẫy đã được giăng sẵn. Ran và đội thám tử nhí bị giữ làm con tin...!! Trong vòng 12 tiếng đồng hồ, nếu vụ án không được làm sáng tỏ, tính mạng các con tin sẽ bị đe dọa!! Heiji và Kaito Kid cũng xuất hiện, những suy luận sống còn của các thám tử tại Yokohama bắt đầu... Mời các bạn cùng thưởng thức màn phá án của dàn sao thám tử, trong tác phẩm thứ 10 đáng nhớ này!!",Thám Tử Lừng Danh Conan Hoạt Hình Màu - Khúc Nhạc Cầu Siêu - Tập 1,208,"60,000",,Phương Nam Online,18 x 13 x 1,Manga,https://nhasachphuongnam.com/tham-tu-lung-danh-conan-hoat-hinh-mau-khuc-nhac-cau-sieu-tap-1.html
893532502156,Tuổi Mới Lớn,,Bí Mật Của Sói Ca - Tập 4,192,"132,000",Skycomics,Phương Nam Online,20.5 x 14.5 x 1,Truyện Tranh,https://nhasachphuongnam.com/bi-mat-cua-soi-ca-tap-4.html
893532502173,Kỹ Năng/Sống Đẹp,,"Xin Lỗi, Tôi Không Cần Bạn Trai!",176,"89,000",Skybooks,Phương Nam Online,20 x 13 x 1,Kỹ Năng Sống,https://nhasachphuongnam.com/xin-loi-toi-khong-can-ban-trai.html
893532502130,Tuổi Mới Lớn,"Vào thời Chiến Quốc, tại Kyushu nước Hyoga, có một sơn tặc trẻ lang bạt được gọi là Kagashi. Sau khi tận mắt nhìn thấy cảnh đồng bạn bị thảm sát, cậu đã đi khắp nơi để tìm cách báo thù. Trên đường đi, tại một ngôi làng nọ, Kagashi bị người dân nơi đây hiểu lầm là thầy cúng được mời tới để trừ yêu và nhận được ủy thác yêu cầu diệt trừ yêu hồ.",Nejikemono - Bóng Ma Hận Thù - Tập 1,208,"75,000",Skycomics,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/nejikemono-bong-ma-han-thu-tap-1.html
893532502187,Thể Loại Khác,Hãy để tri thức và trực giác sáng suốt của bạn chiến thắng nỗi sợ!,Minh Triết Về Nỗi Sợ - Một Góc Nhìn Sau Đại Dịch,248,"109,000",Skybooks,Phương Nam Online,20 x 13 x 1.2,Tâm Lý/Giáo Dục,https://nhasachphuongnam.com/minh-triet-ve-noi-so-mot-goc-nhin-sau-dai-dich.html
893532502141,Thể Loại Khác,Học giải mã giấc mơ không khó: chỉ l0 phút mỗi ngày!,10 Phút Tự Học Giải Mã Giấc Mơ Mỗi Ngày,168,"79,000",ASBooks,Phương Nam Online,18 x 13 x 1,Tâm Linh/Tôn Giáo,https://nhasachphuongnam.com/10-phut-tu-hoc-giai-ma-giac-mo-moi-ngay.html
893532502129,Thể Loại Khác," - Cuốn sách khoa học “lầy lội” giải đáp 1001 bí ẩn “đen tối” về hố đen, vũ trụ và vật chất.",Vũ Trụ Phải Chăng Đã “Chết”?,296,"140,000",Bebooks,Phương Nam Online,24 x 15.7 x 1.5,Sách Chuyên Ngành,https://nhasachphuongnam.com/vu-tru-phai-chang-da-chet.html
893532502139,Kỹ Năng/Sống Đẹp,"Khi đứng trước các vấn đề tâm lý chung của con người ta là sợ hãi và muốn bỏ chạy. Sẽ có những người dũng cảm đứng lên để đối mặt với vấn đề, từng bước vượt qua khó khăn và biến nó trở thành bàn đạp để bước tiếp. Có những người lặp đi lặp lại cùng một sai lầm mà nguyên nhân đằng sau đó là vì không thể chấp nhận và đối mặt với cái bản thân chưa biết. Cũng có những người chọn cách né tránh vấn đề, ngày càng chìm sâu và những lời nói dối và đến cuối cùng vẫn không thể biết được vấn đề nằm ở đâu.",Yêu Mình Hơn Hôm Qua Một Chút,256,"108,000",Vibooks,Phương Nam Online,20.5 x 14.5 x 1.4,Kỹ Năng Sống,https://nhasachphuongnam.com/yeu-minh-hon-hom-qua-mot-chut.html
893532502127,Tuổi Mới Lớn,Tập 2 ,Anh Trai Tôi Là Đồ Ngốc - Tập 2,208,"139,000",Leafbooks,Phương Nam Online,20.5 x 14.5 x 1,Truyện Tranh,https://nhasachphuongnam.com/anh-trai-toi-la-do-ngoc-tap-2.html
893532502155,Văn Học,,Cốt Toái,368,"109,000",Tsuki Trinh Thám,Phương Nam Online,18 x 13 x 2,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/cot-toai.html
893532502083,Văn Học,"Năm Thiên Bảo thứ ba, trước đêm Nguyên Tiêu, thành Trường An lâm nguy khi quân nhân trong thành cùng với thủ lĩnh Lang Vệ đột nhiên biến mất. Để đảm bảo an toàn cho người dân trong thành, Ti thừa Lý Tất đặc xá cho tử tù Trương Tiểu Kính trong vòng 12 canh giờ, yêu cầu anh phải tóm được thích khách và lật tẩy âm mưu của chúng. Trương Tiểu Kính có tới 10 năm kinh nghiệm làm lính Tây Vực, chín năm đảm nhiệm chức tuần tra đặc biệt và được người đời ca tụng là Ngũ Tôn Diêm La, nhưng do một lần xử sự trái với luật nhà Đường nên bị giam trong ngục. Trong quá trình điều tra, Trương Tiểu Kính cùng Lý Tất phát hiện còn có nội ứng trong chính quyền và Trương Tiểu Kính đang bị lôi kéo vào một âm mưu lật đổ đế chế làm người người kinh sợ.",Trường An 12 Canh Giờ - Tập 2,464,"199,000",Vivabooks,Phương Nam Online,24 x 15.7 x 2.5,Văn Học Đương Đại,https://nhasachphuongnam.com/truong-an-12-canh-gio-tap-2.html
893532502144,Văn Học,"Lâm Quỳnh xuyên vào một bộ truyện mình từng đọc... Nhưng khổ nỗi số cậu nhọ từ nhỏ nên chẳng được trở thành tay giám đốc ngạo nghễ tiêu tiền như nước nào hết, mà là vào vai... chàng vợ làm nền của nhân vật phản diện.",Trở Thành Chàng Vợ Làm Nền Của Nhân Vật Phản Diện - Tập 1,496,"215,000",Moon Novels,Phương Nam Online,24 x 17 x 2.5,Văn Học Đương Đại,https://nhasachphuongnam.com/tro-thanh-chang-vo-lam-nen-cua-nhan-vat-phan-dien-tap-1.html
893532502161,Kỹ Năng/Sống Đẹp,Đã bao giờ bạn tự hỏi điều gì khiến một cô gái có thể lưu lại dấu ấn khó phai trong lòng người khác?,Một Cuốn Sách Lễ Nghi Hữu Dụng Dành Cho Các Cô Gái,208,"119,000",Bloombooks,Phương Nam Online,20 x 14.5 x 1,Kỹ Năng Sống,https://nhasachphuongnam.com/mot-cuon-sach-le-nghi-huu-dung-danh-cho-cac-co-gai.html
893606669877,Kỹ Năng/Sống Đẹp,Bạn có bao giờ ước mình có thể đọc được suy nghĩ của người khác để biết chính xác cách phản ứng hoặc hành động xung quanh họ không?,Đọc Vị Tâm Trí Như Một Cuốn Sách,236,"149,000",1980 Books,Phương Nam Online,19 x 13 x 1.2,Kỹ Năng Sống,https://nhasachphuongnam.com/doc-vi-tam-tri-nhu-mot-cuon-sach.html
893606669893,Thể Loại Khác,,Khai Mở Luân Xa,,"179,000",Booklife,Phương Nam Online,19 x 13 x 1.6,Tâm Linh/Tôn Giáo,https://nhasachphuongnam.com/khai-mo-luan-xa.html
893606669230,Thể Loại Khác,"“Giáo dục giới tính” từ xưa đến nay vẫn được xem là chuyện khó nói dễ đùa. Đây cũng là vấn đề được cả gia đình và xã hội đều rất quan tâm. Tuy nhiên, nên dạy giáo dục giới tính cho con khi nào? Nên dạy những gì? Nên nói với con ra sao? Thì nhiều phụ huynh còn e ngại và không biết nên bắt đầu như thế nào.",Giáo Dục Giới Tính Theo Cách Người Nhật,212,"179,000",1980 Edu,Phương Nam Online,24 x 16 x 1,Thường Thức/Đời Sống,https://nhasachphuongnam.com/giao-duc-gioi-tinh-theo-cach-nguoi-nhat.html
893606669715,Thể Loại Khác,"Có bố mẹ nào lại không bối rối khi con mình ăn vạ ở cửa hàng, bỏ bữa, không chịu đi ngủ mỗi tối hay không chịu rời khỏi giường mỗi sáng? Có bố mẹ nào lại không thích những giải pháp không trách phạt mà vẫn hiệu quả để giúp trẻ nắm vững các kỹ năng chịu trách nhiệm và giải quyết vấn đề?",Kỷ Luật Yêu Thương,368,"179,000",1980 Books,Phương Nam Online,20.5 x 13 x 2,Thường Thức/Đời Sống,https://nhasachphuongnam.com/ky-luat-yeu-thuong.html
893535261359,Văn Học," là tập bút ký thấm đẫm tình hữu nghị sâu sắc và hiểu biết của nhà văn Tô Hoài viết về những đất nước trên thế giới mà ông đã được đặt chân đến. Ở bất cứ nơi đâu, nhà văn cũng ghi nhận tình cảm thân thiện của người dân nơi đây với đất nước và con người Việt Nam.",Ký Ức Phiên Lãng,420,"110,000",,Phương Nam Online,20.5 x 13 x 2.2,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/ky-uc-phien-lang-vi-2.html
893521236769,Thiếu Nhi,"Mary Lennox sinh ra dưới bầu trời có màu đá quý, ở một vùng đất phủ đầy bụi cát màu vàng. Nhưng cô bé không phải là một em bé dễ thương và chẳng có ai lấy làm vui mừng cả. Người mẹ xinh đẹp của cô bé yêu những thứ xinh đẹp, như váy áo, tiệc tùng và giải trí. Bà không muốn có một đứa nhỏ gào khóc ngằn ngặt. Bà đã giao Mary cho bảo mẫu chăm sóc. Cha của Mary thì quá bận bịu, chẳng có thời gian mà nghĩ đến mấy em bé. Sự thật là, chẳng mấy ai quan tâm tới bé Mary Lennox.",Illustrated Special Edition - Khu Vườn Bí Mật,92,"199,000",Đinh Tị Books,Phương Nam Online,26.5 x 24 x 1,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/illustrated-special-edition-khu-vuon-bi-mat.html
893521236783,Thiếu Nhi," mang đến những lời giải đáp thú vị và bất ngờ như tên gọi của nó. Bộ sách với 9 chủ đề gây tò mò, mỗi tập truyện là rất nhiều câu hỏi, kèm với câu đố vui và giải thích chi tiết khoa học:","WOW, Thì Ra Là Thế! - Bí Ẩn Cơ Thể Người",56,"48,000",Đinh Tị Books,Phương Nam Online,21.7 x 20.5 x 0.5,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/wow-thi-ra-la-the-bi-an-co-the-nguoi.html
893521236782,Thiếu Nhi," Mang đến những lời giải đáp thú vị và bất ngờ như tên gọi của nó. Bộ sách với 9 chủ đề gây tò mò, mỗi tập truyện là rất nhiều câu hỏi, kèm với câu đố vui và giải thích chi tiết khoa học.","WOW, Thì Ra Là Thế! - Giải Đáp Bí Mật Về Khoa Học Kỹ Thuật",56,"48,000",Đinh Tị Books,Phương Nam Online,21.7 x 20.5 x 0.5,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/wow-thi-ra-la-the-giai-dap-bi-mat-ve-khoa-hoc-ky-thuat.html
893521236781,Thiếu Nhi," Mang đến những lời giải đáp thú vị và bất ngờ như tên gọi của nó. Bộ sách với 9 chủ đề gây tò mò, mỗi tập truyện là rất nhiều câu hỏi, kèm với câu đố vui và giải thích chi tiết khoa học","WOW, Thì Ra Là Thế! - Khoa Học Trong Cuộc Sống",56,"48,000",Đinh Tị Books,Phương Nam Online,21.7 x 20.5 x 0.5,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/wow-thi-ra-la-the-khoa-hoc-trong-cuoc-song.html
893521236780,Thiếu Nhi," Mang đến những lời giải đáp thú vị và bất ngờ như tên gọi của nó. Bộ sách với 9 chủ đề gây tò mò, mỗi tập truyện là rất nhiều câu hỏi, kèm với câu đố vui và giải thích chi tiết khoa học:","WOW, Thì Ra Là Thế! - Cơ Thể Của Động Vật",56,"48,000",Đinh Tị Books,Phương Nam Online,21.7 x 20.5 x 0.5,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/wow-thi-ra-la-the-co-the-cua-dong-vat.html
